Row ID,Order ID,Order Date,Ship Date,Ship Mode,Order Priority,Customer ID,Customer Name,Customer Tenure Group,Customer Age Group,Segment,Country,City,State,Postal Code,Region,Sales Channel,Payment Method,Returned,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Delivery Days,Order Year,Order Month,Month Name,Year-Month,Quarter,Profit Margin %,Revenue Per Unit,Order Value Segment,Profit Status,Sales Capped,Profit Capped
339,CA-2025-100338,2025-12-06,2025-12-09,Same Day,Medium,CUST-2673,Bilal Rauf,3-5 Years,26-35,Home Office,United States,Newark,New Jersey,7102.0,East,Corporate Portal,Credit Card,No,FUR-FU-1004,Furniture,Furnishings,Desk Lamp,50.92,1,0.3,-4.75,3,2025,12,Dec,2025-12,2025Q4,-9.328358208955223,50.92,Very Low,Loss-Making,50.92,-4.75
340,CA-2025-100339,2025-10-05,2025-10-11,Same Day,Critical,CUST-9306,Faraha Attari,1-2 Years,18-25,Corporate,United States,St. Louis,Missouri,63101.0,Central,Retail Store,PayPal,No,OFF-AR-2004,Office Supplies,Art,Marker Set,44.88,3,0.25,3.14,6,2025,10,Oct,2025-10,2025Q4,6.996434937611408,14.96,Very Low,Profitable,44.88,3.14
341,CA-2023-100340,2023-04-04,2023-04-08,Same Day,Medium,CUST-8178,Ahmed Butt,1-2 Years,36-45,Home Office,United States,Philadelphia,Pennsylvania,19104.0,East,Online,Bank Transfer,No,OFF-LA-2005,Office Supplies,Labels,Address Labels,5.0,1,0.0,0.39,4,2023,4,Apr,2023-04,2023Q2,7.8,5.0,Very Low,Profitable,5.1332,0.39
342,CA-2025-100341,2025-08-15,2025-08-18,Standard Class,Medium,CUST-3294,Fatima Malik,1-2 Years,60+,Corporate,United States,Nashville,Tennessee,37201.0,South,Online,Credit Card,No,FUR-CH-1001,Furniture,Chairs,Ergonomic Office Chair,175.6,5,0.2,3.14,3,2025,8,Aug,2025-08,2025Q3,1.7881548974943053,35.12,Low,Profitable,175.6,3.14
343,CA-2025-100342,2025-10-08,2025-10-11,Second Class,High,CUST-4630,Abdullah Ahmed,3-5 Years,26-35,Home Office,United States,Phoenix,Arizona,85001.0,West,Corporate Portal,Cash on Delivery,No,FUR-CH-1001,Furniture,Chairs,Ergonomic Office Chair,203.1,2,0.2,-21.15,3,2025,10,Oct,2025-10,2025Q4,-10.413589364844904,101.55,Low,Loss-Making,203.1,-21.15
344,CA-2024-100343,2024-03-28,2024-04-01,First Class,Medium,CUST-1146,Hassaan Hassan,3-5 Years,36-45,Corporate,United States,Charlotte,North Carolina,28201.0,South,Retail Store,PayPal,No,OFF-PA-2001,Office Supplies,Paper,Premium Copy Paper,160.28,9,0.0,21.21,4,2024,3,Mar,2024-03,2024Q1,13.233092088844522,17.808888888888887,Low,Profitable,160.28,21.21
345,CA-2025-100344,2025-06-30,2025-07-06,Second Class,High,CUST-4453,Omar Nawaz,1-2 Years,36-45,Corporate,United States,Phoenix,Arizona,85001.0,West,Retail Store,Cash on Delivery,Yes,FUR-BO-1003,Furniture,Bookcases,Wooden Bookcase,551.31,8,0.1,-25.84,6,2025,6,Jun,2025-06,2025Q2,-4.687018193031144,68.91375,Medium,Loss-Making,551.31,-25.84
346,CA-2023-100345,2023-08-06,2023-08-13,Second Class,Medium,CUST-5507,Ayesha Siddiqui,1-2 Years,26-35,Consumer,United States,Columbus,Ohio,43215.0,East,Online,Credit Card,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,94.16,2,0.2,2.08,7,2023,8,Aug,2023-08,2023Q3,2.2090059473237047,47.08,Very Low,Profitable,94.16,2.08
347,CA-2024-100346,2024-04-18,2024-04-27,Standard Class,High,CUST-6783,Abdullah Hassan,New,26-35,Consumer,United States,Newark,New Jersey,7102.0,East,Retail Store,Credit Card,No,FUR-FU-1004,Furniture,Furnishings,Desk Lamp,94.82,6,0.1,11.9,9,2024,4,Apr,2024-04,2024Q2,12.550094916684246,15.803333333333333,Very Low,Profitable,94.82,11.9
348,CA-2024-100347,2024-03-07,2024-03-13,Second Class,Medium,CUST-8751,Faraha Khan,New,26-35,Corporate,United States,Chicago,Illinois,60601.0,Central,Online,Bank Transfer,No,FUR-CH-1001,Furniture,Chairs,Ergonomic Office Chair,1117.96,7,0.0,366.1,6,2024,3,Mar,2024-03,2024Q1,32.747146588428926,159.70857142857145,High,Profitable,1117.96,366.1
349,CA-2023-100348,2023-12-07,2023-12-10,Second Class,Medium,CUST-6628,Abdullah Hassan,1-2 Years,26-35,Home Office,United States,Phoenix,Arizona,85001.0,West,Online,Bank Transfer,No,TEC-PR-3005,Technology,Printers,Inkjet Printer,2179.42,11,0.15,271.74,3,2023,12,Dec,2023-12,2023Q4,12.468454910021933,198.1290909090909,Premium,Profitable,2179.42,271.74
350,CA-2024-100349,2024-07-04,2024-07-09,Second Class,Medium,CUST-9328,Omar Nawaz,1-2 Years,36-45,Corporate,United States,Nashville,Tennessee,37201.0,South,Online,Credit Card,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,3194.59,4,0.3,10.02,5,2024,7,Jul,2024-07,2024Q3,0.31365527344667077,798.6475,Premium,Profitable,3194.59,10.02
351,CA-2023-100350,2023-12-23,2023-12-26,First Class,Medium,CUST-4360,Omar Nawaz,3-5 Years,26-35,Corporate,United States,Los Angeles,California,90001.0,West,Online,PayPal,No,TEC-PR-3005,Technology,Printers,Inkjet Printer,41.4,1,0.15,6.84,3,2023,12,Dec,2023-12,2023Q4,16.52173913043478,41.4,Very Low,Profitable,41.4,6.84
352,CA-2023-100351,2023-01-23,2023-01-25,First Class,Medium,CUST-4005,Rehan Nawaz,1-2 Years,36-45,Corporate,United States,Miami,Florida,33101.0,South,Online,Bank Transfer,Yes,TEC-PR-3005,Technology,Printers,Inkjet Printer,2150.85,5,0.2,-120.43,2,2023,1,Jan,2023-01,2023Q1,-5.599181718855337,430.16999999999996,Premium,Loss-Making,2150.85,-120.43
353,CA-2024-100352,2024-06-05,2024-06-12,Second Class,Medium,CUST-4552,Ahmed Butt,5+ Years,18-25,Home Office,United States,San Francisco,California,94102.0,West,Online,Credit Card,No,OFF-BI-2002,Office Supplies,Binders,Heavy Duty Binder,32.37,5,0.05,5.57,7,2024,6,Jun,2024-06,2024Q2,17.207290701266604,6.473999999999999,Very Low,Profitable,32.37,5.57
354,CA-2025-100353,2025-03-12,2025-03-13,First Class,Medium,CUST-1018,Omar Sheikh,New,36-45,Home Office,United States,Richmond,Virginia,23219.0,South,Retail Store,Bank Transfer,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,297.56,5,0.0,32.78,1,2025,3,Mar,2025-03,2025Q1,11.016265627100417,59.512,Low,Profitable,297.56,32.78
355,CA-2025-100354,2025-01-31,2025-02-08,First Class,Medium,CUST-3242,Ammar Rauf,5+ Years,18-25,Consumer,United States,Chicago,Illinois,60601.0,Central,Retail Store,Bank Transfer,No,FUR-CH-1001,Furniture,Chairs,Ergonomic Office Chair,594.72,2,0.15,-21.41,8,2025,1,Jan,2025-01,2025Q1,-3.6000134517083673,297.36,Medium,Loss-Making,594.72,-21.41
356,CA-2024-100355,2024-03-17,2024-03-21,Same Day,Medium,CUST-7318,Hassaan Hassan,1-2 Years,46-60,Corporate,United States,Minneapolis,Minnesota,55401.0,Central,Retail Store,Credit Card,Yes,OFF-BI-2002,Office Supplies,Binders,Heavy Duty Binder,181.19,7,0.05,-34.98,4,2024,3,Mar,2024-03,2024Q1,-19.305701197637838,25.884285714285713,Low,Loss-Making,181.19,-34.98
357,CA-2025-100356,2025-02-07,2025-02-12,First Class,Low,CUST-6097,Faraha Iqbal,3-5 Years,26-35,Home Office,United States,St. Louis,Missouri,63101.0,Central,Online,Cash on Delivery,No,TEC-PR-3005,Technology,Printers,Inkjet Printer,421.49,9,0.25,24.27,5,2025,2,Feb,2025-02,2025Q1,5.758143728202329,46.83222222222222,Medium,Profitable,421.49,24.27
358,CA-2025-100357,2025-10-12,2025-10-17,Standard Class,Medium,CUST-9640,Fatima Rana,1-2 Years,46-60,Corporate,United States,New York City,New York,10001.0,East,Partner Reseller,Credit Card,No,FUR-CH-1001,Furniture,Chairs,Ergonomic Office Chair,625.05,2,0.0,95.08,5,2025,10,Oct,2025-10,2025Q4,15.211583073354133,312.525,Medium,Profitable,625.05,95.08
359,CA-2024-100358,2024-05-30,2024-06-06,Standard Class,Medium,CUST-2948,Mariam Qureshi,1-2 Years,36-45,Consumer,United States,Philadelphia,Pennsylvania,19104.0,East,Online,Credit Card,No,TEC-MA-3004,Technology,Machines,Document Scanner,652.85,1,0.1,47.54,7,2024,5,May,2024-05,2024Q2,7.281917745270736,652.85,Medium,Profitable,652.85,47.54
360,CA-2025-100359,2025-11-05,2025-11-10,Second Class,Medium,CUST-6618,Hina Khan,New,46-60,Corporate,United States,Nashville,Tennessee,37201.0,South,Online,PayPal,No,OFF-AR-2004,Office Supplies,Art,Marker Set,44.49,2,0.05,5.73,5,2025,11,Nov,2025-11,2025Q4,12.879298718813217,22.245,Very Low,Profitable,44.49,5.73
361,CA-2025-100360,2025-03-02,2025-03-07,Same Day,Medium,CUST-5236,Omar Nawaz,New,26-35,Corporate,United States,Boston,Massachusetts,2108.0,East,Retail Store,Cash on Delivery,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,432.34,7,0.3,23.41,5,2025,3,Mar,2025-03,2025Q1,5.414719896377851,61.762857142857136,Medium,Profitable,432.34,23.41
362,CA-2023-100361,2023-12-02,2023-12-03,Second Class,Critical,CUST-7901,Hassaan Attari,3-5 Years,26-35,Consumer,United States,Atlanta,Georgia,30301.0,South,Online,PayPal,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,4231.53,5,0.0,128.4,1,2023,12,Dec,2023-12,2023Q4,3.034363457189244,846.3059999999999,Premium,Profitable,4231.53,128.4
363,CA-2023-100362,2023-09-15,2023-09-19,Standard Class,High,CUST-2920,Fatima Malik,1-2 Years,26-35,Corporate,United States,San Francisco,California,94102.0,West,Retail Store,PayPal,No,OFF-LA-2005,Office Supplies,Labels,Address Labels,40.03,5,0.0,-0.73,4,2023,9,Sep,2023-09,2023Q3,-1.823632275793155,8.006,Very Low,Loss-Making,40.03,-0.73
364,CA-2024-100363,2024-05-11,2024-05-13,Second Class,Medium,CUST-5188,Danish Siddiqui,5+ Years,18-25,Consumer,United States,St. Louis,Missouri,63101.0,Central,Retail Store,Bank Transfer,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,460.64,3,0.0,87.07,2,2024,5,May,2024-05,2024Q2,18.901962486974643,153.54666666666665,Medium,Profitable,460.64,87.07
365,CA-2025-100364,2025-06-14,2025-06-20,Same Day,Medium,CUST-1238,Mariam Qureshi,1-2 Years,46-60,Consumer,United States,Boston,Massachusetts,2108.0,East,Partner Reseller,Cash on Delivery,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,277.45,4,0.2,40.89,6,2025,6,Jun,2025-06,2025Q2,14.737790592899621,69.3625,Low,Profitable,277.45,40.89
366,CA-2023-100365,2023-06-09,2023-06-13,Same Day,High,CUST-1204,Noor Khan,5+ Years,26-35,Home Office,United States,San Francisco,California,94102.0,West,Corporate Portal,Credit Card,No,OFF-AR-2004,Office Supplies,Art,Marker Set,19.64,2,0.0,6.74,4,2023,6,Jun,2023-06,2023Q2,34.317718940936864,9.82,Very Low,Profitable,19.64,6.74
367,CA-2025-100366,2025-05-01,2025-05-06,Same Day,Medium,CUST-6552,Bilal Rauf,New,60+,Home Office,United States,Charlotte,North Carolina,28201.0,South,Partner Reseller,PayPal,No,OFF-LA-2005,Office Supplies,Labels,Address Labels,33.77,3,0.0,7.31,5,2025,5,May,2025-05,2025Q2,21.646431744151613,11.256666666666668,Very Low,Profitable,33.77,7.31
368,CA-2024-100367,2024-11-20,2024-11-21,Standard Class,High,CUST-5927,Mariam Siddiqui,New,46-60,Home Office,United States,Phoenix,Arizona,85001.0,West,Online,Bank Transfer,No,FUR-BO-1003,Furniture,Bookcases,Wooden Bookcase,2081.41,6,0.0,389.73,1,2024,11,Nov,2024-11,2024Q4,18.724326298038353,346.90166666666664,Premium,Profitable,2081.41,389.73
369,CA-2024-100368,2024-01-15,2024-01-16,Second Class,Low,CUST-5390,Danish Rauf,1-2 Years,18-25,Consumer,United States,Seattle,Washington,98101.0,West,Corporate Portal,Credit Card,No,FUR-CH-1001,Furniture,Chairs,Ergonomic Office Chair,247.84,10,0.2,-35.68,1,2024,1,Jan,2024-01,2024Q1,-14.396384764364106,24.784,Low,Loss-Making,247.84,-35.68
370,CA-2025-100369,2025-08-14,2025-08-19,Standard Class,High,CUST-3687,Ammar Rauf,5+ Years,36-45,Consumer,United States,Los Angeles,California,90001.0,West,Online,Bank Transfer,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,501.45,9,0.0,-5.69,5,2025,8,Aug,2025-08,2025Q3,-1.134709342905574,55.71666666666667,Medium,Loss-Making,501.45,-5.69
371,CA-2024-100370,2024-11-21,2024-11-22,First Class,Medium,CUST-5951,Rehan Nawaz,1-2 Years,26-35,Corporate,United States,Miami,Florida,33101.0,South,Retail Store,Bank Transfer,No,TEC-PR-3005,Technology,Printers,Inkjet Printer,2475.74,9,0.05,426.78,1,2024,11,Nov,2024-11,2024Q4,17.238482231575205,275.0822222222222,Premium,Profitable,2475.74,426.78
372,CA-2025-100371,2025-12-02,2025-12-03,Same Day,Medium,CUST-7160,Mariam Qureshi,New,26-35,Consumer,United States,Newark,New Jersey,7102.0,East,Retail Store,PayPal,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,114.26,3,0.0,11.21,1,2025,12,Dec,2025-12,2025Q4,9.810957465429722,38.086666666666666,Low,Profitable,114.26,11.21
373,CA-2023-100372,2023-10-12,2023-10-13,Standard Class,Medium,CUST-6388,Fatima Malik,New,26-35,Corporate,United States,San Francisco,California,94102.0,West,Online,Credit Card,No,OFF-LA-2005,Office Supplies,Labels,Address Labels,17.54,3,0.1,0.59,1,2023,10,Oct,2023-10,2023Q4,3.3637400228050174,5.846666666666667,Very Low,Profitable,17.54,0.59
374,CA-2024-100373,2024-02-01,2024-02-10,First Class,Critical,CUST-6126,Bilal Rana,1-2 Years,46-60,Consumer,United States,Portland,Oregon,97201.0,West,Retail Store,PayPal,No,FUR-BO-1003,Furniture,Bookcases,Wooden Bookcase,1452.39,5,0.2,287.72,9,2024,2,Feb,2024-02,2024Q1,19.810106100978388,290.478,High,Profitable,1452.39,287.72
375,CA-2023-100374,2023-01-12,2023-01-18,Standard Class,High,CUST-1816,Mariam Qureshi,3-5 Years,26-35,Consumer,United States,New York City,New York,10001.0,East,Online,Credit Card,No,OFF-AR-2004,Office Supplies,Art,Marker Set,81.91,9,0.1,15.01,6,2023,1,Jan,2023-01,2023Q1,18.32499084360884,9.101111111111111,Very Low,Profitable,81.91,15.01
376,CA-2024-100375,2024-05-13,2024-05-16,Second Class,Medium,CUST-1192,Danish Hassan,1-2 Years,36-45,Home Office,United States,Boston,Massachusetts,2108.0,East,Online,Credit Card,No,TEC-MA-3004,Technology,Machines,Document Scanner,229.64,1,0.3,-2.49,3,2024,5,May,2024-05,2024Q2,-1.0843058700574815,229.64,Low,Loss-Making,229.64,-2.49
377,CA-2025-100376,2025-01-23,2025-01-26,Standard Class,Low,CUST-2776,Hassaan Attari,3-5 Years,26-35,Consumer,United States,Philadelphia,Pennsylvania,19104.0,East,Corporate Portal,PayPal,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,3034.32,2,0.3,-713.94,3,2025,1,Jan,2025-01,2025Q1,-23.5288301827098,1517.16,Premium,Loss-Making,3034.32,-303.0388
378,CA-2023-100377,2023-02-04,2023-02-07,First Class,Medium,CUST-4645,Fatima Malik,3-5 Years,36-45,Corporate,United States,St. Louis,Missouri,63101.0,Central,Online,Bank Transfer,No,OFF-LA-2005,Office Supplies,Labels,Address Labels,7.96,1,0.05,0.22,3,2023,2,Feb,2023-02,2023Q1,2.763819095477387,7.96,Very Low,Profitable,7.96,0.22
379,CA-2024-100378,2024-12-27,2025-01-02,Standard Class,Medium,CUST-7314,Ahmed Butt,5+ Years,26-35,Home Office,United States,Philadelphia,Pennsylvania,19104.0,East,Online,Credit Card,No,TEC-MA-3004,Technology,Machines,Document Scanner,1648.22,5,0.2,101.24,6,2024,12,Dec,2024-12,2024Q4,6.142383905061217,329.644,Premium,Profitable,1648.22,101.24
380,CA-2025-100379,2025-04-28,2025-05-03,Standard Class,Low,CUST-9442,Iqra Khan,1-2 Years,26-35,Consumer,United States,St. Louis,Missouri,63101.0,Central,Online,Credit Card,Yes,OFF-BI-2002,Office Supplies,Binders,Heavy Duty Binder,65.65,2,0.2,-10.49,5,2025,4,Apr,2025-04,2025Q2,-15.978674790555978,32.825,Very Low,Loss-Making,65.65,-10.49
381,CA-2023-100380,2023-03-31,2023-04-02,Standard Class,Medium,CUST-2788,Sara Rauf,1-2 Years,26-35,Home Office,United States,Unknown,Pennsylvania,19104.0,East,Corporate Portal,Bank Transfer,No,OFF-PA-2001,Office Supplies,Paper,Premium Copy Paper,76.6,2,0.25,-5.92,2,2023,3,Mar,2023-03,2023Q1,-7.728459530026111,38.3,Very Low,Loss-Making,76.6,-5.92
382,CA-2025-100381,2025-02-14,2025-02-16,First Class,High,CUST-8374,Danish Khan,5+ Years,26-35,Home Office,United States,Phoenix,Arizona,85001.0,West,Online,Cash on Delivery,No,FUR-FU-1004,Furniture,Furnishings,Desk Lamp,62.2,1,0.1,7.99,2,2025,2,Feb,2025-02,2025Q1,12.845659163987138,62.2,Very Low,Profitable,62.2,7.99
383,CA-2024-100382,2024-08-27,2024-08-28,First Class,Medium,CUST-4700,Hamza Attari,1-2 Years,36-45,Corporate,United States,New York City,New York,10001.0,East,Online,Cash on Delivery,No,OFF-AR-2004,Office Supplies,Art,Marker Set,22.56,3,0.1,0.7,1,2024,8,Aug,2024-08,2024Q3,3.102836879432624,7.52,Very Low,Profitable,22.56,0.7
384,CA-2025-100383,2025-08-27,2025-09-01,First Class,Medium,CUST-4893,Ahmed Ahmed,1-2 Years,26-35,Consumer,United States,Philadelphia,Pennsylvania,19104.0,East,Corporate Portal,PayPal,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,337.76,7,0.05,74.61,5,2025,8,Aug,2025-08,2025Q3,22.089649455234486,48.25142857142857,Medium,Profitable,337.76,74.61
385,CA-2025-100384,2025-10-18,2025-10-24,First Class,Medium,CUST-7811,Ayesha Ahmed,3-5 Years,60+,Consumer,United States,Minneapolis,Minnesota,55401.0,Central,Online,Credit Card,No,FUR-CH-1001,Furniture,Chairs,Ergonomic Office Chair,130.36,2,0.25,-2.7,6,2025,10,Oct,2025-10,2025Q4,-2.071187480822338,65.18,Low,Loss-Making,130.36,-2.7
386,CA-2024-100385,2024-02-22,2024-02-25,Standard Class,Critical,CUST-3679,Rehan Azeem,New,18-25,Consumer,United States,Phoenix,Arizona,85001.0,West,Online,Credit Card,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,729.84,5,0.0,113.18,3,2024,2,Feb,2024-02,2024Q1,15.507508495012607,145.96800000000002,High,Profitable,729.84,113.18
387,CA-2023-100386,2023-04-25,2023-04-26,First Class,High,CUST-4904,Abdullah Qureshi,1-2 Years,26-35,Home Office,United States,Newark,New Jersey,7102.0,East,Corporate Portal,Credit Card,No,TEC-MA-3004,Technology,Machines,Document Scanner,3074.3,5,0.0,525.6,1,2023,4,Apr,2023-04,2023Q2,17.09657483004261,614.86,Premium,Profitable,3074.3,525.6
388,CA-2024-100387,2024-09-08,2024-09-09,First Class,High,CUST-8260,Danish Khan,New,18-25,Home Office,United States,New York City,New York,10001.0,East,Retail Store,Credit Card,No,OFF-BI-2002,Office Supplies,Binders,Heavy Duty Binder,58.91,7,0.05,2.06,1,2024,9,Sep,2024-09,2024Q3,3.4968596163639454,8.415714285714285,Very Low,Profitable,58.91,2.06
389,CA-2025-100388,2025-04-05,2025-04-14,Same Day,Critical,CUST-1504,Ayesha Siddiqui,New,18-25,Consumer,United States,San Francisco,California,94102.0,West,Corporate Portal,Credit Card,No,TEC-MA-3004,Technology,Machines,Document Scanner,375.12,1,0.0,53.31,9,2025,4,Apr,2025-04,2025Q2,14.21145233525272,375.12,Medium,Profitable,375.12,53.31
390,CA-2024-100389,2024-02-17,2024-02-20,Second Class,High,CUST-7773,Danish Siddiqui,New,60+,Consumer,United States,St. Louis,Missouri,63101.0,Central,Online,Credit Card,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,1121.59,10,0.1,-9.82,3,2024,2,Feb,2024-02,2024Q1,-0.8755427562656586,112.15899999999999,High,Loss-Making,1121.59,-9.82
391,CA-2024-100390,2024-12-29,2025-01-04,Same Day,Low,CUST-4816,Danish Rauf,New,46-60,Home Office,United States,Nashville,Tennessee,37201.0,South,Corporate Portal,Bank Transfer,Yes,FUR-BO-1003,Furniture,Bookcases,Wooden Bookcase,807.52,4,0.0,52.62,6,2024,12,Dec,2024-12,2024Q4,6.516247275609273,201.88,High,Profitable,807.52,52.62
392,CA-2025-100391,2025-10-17,2025-10-22,First Class,Medium,CUST-1717,Faraha Iqbal,1-2 Years,36-45,Home Office,United States,St. Louis,Missouri,63101.0,Central,Partner Reseller,Credit Card,No,TEC-PR-3005,Technology,Printers,Inkjet Printer,330.82,11,0.05,57.93,5,2025,10,Oct,2025-10,2025Q4,17.51103319025452,30.074545454545454,Medium,Profitable,330.82,57.93
393,CA-2025-100392,2025-01-30,2025-02-02,Second Class,Critical,CUST-5434,Ayesha Siddiqui,3-5 Years,46-60,Consumer,United States,Columbus,Ohio,43215.0,East,Online,Bank Transfer,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,387.96,8,0.3,1.7,3,2025,1,Jan,2025-01,2025Q1,0.43818950407258483,48.495,Medium,Profitable,387.96,1.7
394,CA-2024-100393,2024-11-06,2024-11-08,First Class,Medium,CUST-1658,Rehan Nawaz,1-2 Years,46-60,Corporate,United States,Miami,Florida,33101.0,South,Online,Cash on Delivery,No,TEC-PR-3005,Technology,Printers,Inkjet Printer,510.4,2,0.05,122.27,2,2024,11,Nov,2024-11,2024Q4,23.955721003134798,255.2,Medium,Profitable,510.4,122.27
395,CA-2024-100394,2024-04-01,2024-04-03,Second Class,Low,CUST-6057,Hassaan Hassan,3-5 Years,36-45,Home Office,United States,Minneapolis,Minnesota,55401.0,Central,Partner Reseller,Bank Transfer,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,35.27,1,0.2,1.62,2,2024,4,Apr,2024-04,2024Q2,4.593138644740573,35.27,Very Low,Profitable,35.27,1.62
396,CA-2025-100395,2025-07-08,2025-07-13,Second Class,Medium,CUST-5008,Ahmed Butt,1-2 Years,46-60,Home Office,United States,Detroit,Michigan,48201.0,Central,Online,PayPal,No,TEC-PR-3005,Technology,Printers,Inkjet Printer,809.13,2,0.0,226.34,5,2025,7,Jul,2025-07,2025Q3,27.973255224747568,404.565,High,Profitable,809.13,226.34
397,CA-2023-100396,2023-07-11,2023-07-17,Same Day,High,CUST-5994,Ahmed Ahmed,3-5 Years,26-35,Consumer,United States,Houston,Texas,77001.0,Central,Retail Store,PayPal,Yes,TEC-MA-3004,Technology,Machines,Document Scanner,2089.36,4,0.0,-41.29,6,2023,7,Jul,2023-07,2023Q3,-1.976203239269441,522.34,Premium,Loss-Making,2089.36,-41.29
398,CA-2025-100397,2025-01-08,2025-01-13,Same Day,Critical,CUST-5234,Noor Attari,5+ Years,36-45,Consumer,United States,New York City,New York,10001.0,East,Retail Store,Credit Card,Yes,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,93.81,2,0.2,-16.13,5,2025,1,Jan,2025-01,2025Q1,-17.194328962797144,46.905,Very Low,Loss-Making,93.81,-16.13
399,CA-2025-100398,2025-09-04,2025-09-08,Same Day,Medium,CUST-4764,Faraha Iqbal,3-5 Years,46-60,Home Office,United States,San Francisco,California,94102.0,West,Corporate Portal,Credit Card,No,FUR-BO-1003,Furniture,Bookcases,Wooden Bookcase,146.62,1,0.2,-12.08,4,2025,9,Sep,2025-09,2025Q3,-8.238985131632791,146.62,Low,Loss-Making,146.62,-12.08
400,CA-2025-100399,2025-10-05,2025-10-06,Same Day,Medium,CUST-5637,Faraha Attari,3-5 Years,18-25,Corporate,United States,St. Louis,Missouri,63101.0,Central,Corporate Portal,Credit Card,No,OFF-AR-2004,Office Supplies,Art,Marker Set,52.0,3,0.05,13.36,1,2025,10,Oct,2025-10,2025Q4,25.692307692307693,17.333333333333332,Very Low,Profitable,52.0,13.36
401,CA-2023-100400,2023-04-06,2023-04-15,Second Class,High,CUST-3104,Iqra Khan,New,46-60,Consumer,United States,Philadelphia,Pennsylvania,19104.0,East,Online,Credit Card,No,FUR-CH-1001,Furniture,Chairs,Ergonomic Office Chair,40.02,1,0.3,-2.06,9,2023,4,Apr,2023-04,2023Q2,-5.147426286856572,40.02,Very Low,Loss-Making,40.02,-2.06
